Topic,Count,Name,Representation,Representative_Docs
105,22,105_rusia_putin_vladimir_bertemu,"['rusia', 'putin', 'vladimir', 'bertemu', 'ukraina', 'moskow', 'seskab', 'perang', 'sisi', 'btw']","['presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal']"
106,22,106_breaking_advokasi_menempuh_ap,"['breaking', 'advokasi', 'menempuh', 'ap', 'news', 'pimpinan', 'lbh', 'menetapkan', 'jalur', 'menyatakan']","['breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah']"
107,21,107_ilegalmelihat_flora_relevan_masifnya,"['ilegalmelihat', 'flora', 'relevan', 'masifnya', 'memilah', 'kehancuran', 'kematian', 'gelondongan', 'legal', 'kerusakan']","['pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora']"
108,21,108_dia_keinginan_cuma_bahkan,"['dia', 'keinginan', 'cuma', 'bahkan', 'gubernur', 'omonomon', 'fungsi', 'punya', 'ada', 'pernah']","['mas kan ingin jadi presiden pada tahun untuk dicalonkan oleh pdip berani tidak menyelesaikan pik amppembangunan gedung padel dijln kapten tendean tanpa ijin pemda amp pemilik tanah girik cc kangmas presiden asli', 'asli penjilat itu nyata gabisa dipungkiri hadirnya presiden ke suatu daerah akan berdampak sedikit baik pada kondisi daerah tersebut ruas jalan tumiyang papringan banyumas sudah biasa rusak dan jalan berlubang ketika ada berita presiden akan ke dawuhan tiba alus', 'presiden jawa sipil wakil non jawa militer menteri kunci mendagri harun zain ekonom gubernur periode eks kopral trip front jatim menlu mochtar kusumatmaja ahli hukum laut menhan m panggabean jenderal batak menkeu ali wardhana ka bappenas samaun samadikun']"
109,21,109_kenyataan_kenyataannya_tanzania_sosmed,"['kenyataan', 'kenyataannya', 'tanzania', 'sosmed', 'uganda', 'kenyal', 'masih', 'klo', 'bisa', 'kenyang']","['sebagai pendukung beliau dlu gw berharap blio bisa menjadi presiden namun negara ini sdh dikuasai oleh wowo dan anteknya jdi kesempatan org baik ini terjegal seandainya ada revolusi dari rakyat harapan gw bisa jd kenyataan', 'bu zmn beliau presiden tiap pagi kami sekeluarga sarapan nasi goreng nasinya sisa kemarin rasanya kenyal gimana gitu sayang klo dibuang kata ibu saya maklum ga ada kulkas atau mac jigger tapi ibu saya luar biasa nasi kenyal dg aroma khas itu sgt nikmat dg kerupuk tq pak harto', 'gibi nih punya presiden gak bisa main hape kudet sama teknologi sosmed aja harus ajudan yang pegang berita sosmed kudu sama si teddy yang kasih tau wawlahi gw tiap kali buka instagram kenyataannya gak kayak fotofoto media presiden capek gw ngelaknat pemerintah melulu']"
110,21,110_pusat_pulihkan_pasca_bangkit,"['pusat', 'pulihkan', 'pasca', 'bangkit', 'pemerintah', 'infrastruktur', 'dukungan', 'darurat', 'penuh', 'bencana']","['pemerintah pusat di bawah arahan presiden prabowo siap memberi dukungan penuh pembangunan jalur darurat prabowo pulihkan infrastruktur agar bangsa bangkit pasca bencana', 'pemerintah pusat memberi dukungan penuh sesuai arahan presiden prabowo prabowo pulihkan infrastruktur agar daerah terdampak bangkit pasca bencana', 'pemerintah pusat di bawah arahan presiden prabowo prabowo pulihkan infrastruktur demi bangkit pasca bencana']"
111,21,111_lu_dikritik_bayangin_seperti,"['lu', 'dikritik', 'bayangin', 'seperti', 'akan', 'apa', 'seorang', 'lakukan', 'terus', 'menlu']","['bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan']"
112,20,112_pasca_pulihkan_bangkit_infrastruktur,"['pasca', 'pulihkan', 'bangkit', 'infrastruktur', 'akses', 'bencana', 'kunci', 'bergerak', 'demi', 'masyarakat']","['ketika akses terbuka harapan ikut menyala prabowo pulihkan infrastruktur agar ekonomi warga kembali bergerak dan bangkit pasca bencana', 'prabowo pulihkan infrastruktur di banyak titik terdampak bencana karena akses jalan adalah kunci masyarakat bangkit pasca bencana', 'prabowo pulihkan infrastruktur lewat percepatan akses darurat agar masyarakat bangkit pasca bencana']"
113,20,113_irak_militer_eksternal_mrpresiden,"['irak', 'militer', 'eksternal', 'mrpresiden', 'kelen', 'situasi', 'wartawan', 'indon', 'ruang', 'jkw']","['slm sy bkerja di eo kepresidenan jkw sllu mnghindar sesi bilateral menolak interview dg wartawan asing sekalinya intrview wartawan hrs dbriefing pertanyaan shg pihak protokoler dan kemenlu dpt menyiapkan jawaban utk jkw jd jgn bilang dia hebat kl smua settingan', 'komposisi kader pdip andai capres nya menang menkoeko eksternal menkopolhukam edy rahmayadiorang eksternalafiliasi menko pmk eksternal mendagri ganjar menlu salah satu wamenlupaman nya pemain timnas eksternal menkumham henry yoso', 'pejabat indon sengaja ngebiarin amp gk menetapkan bencana nasional biar gk ngeluarin duit lbh amp berharap bantuan internasional tnp hrus ngasih tau scr resmi emg bgsd kelen pejabat indon ketika butuh suara ampe pelosok negeri kelen datangi giliran mrk butuh bantuan kalian diamkan']"
114,20,114_ilegalmelihat_flora_relevan_masifnya,"['ilegalmelihat', 'flora', 'relevan', 'masifnya', 'memilah', 'kehancuran', 'kematian', 'gelondongan', 'legal', 'kerusakan']","['pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora']"
115,19,115_bwat_babu_tuan_beres,"['bwat', 'babu', 'tuan', 'beres', 'kirim', 'kuasa', 'perintahkan', 'punya', 'alat', 'tongkat']","['tuan presiden memang gak punya tongkat tapi kan punya kuasa bwat perintahkan semua babu nya bwat segera kirim ratusan alat berat bwat beres pasca bencana', 'tuan presiden memang gak punya tongkat tapi kan punya kuasa bwat perintahkan semua babu nya bwat segera kirim ratusan alat berat bwat beres pasca bencana', 'tuan presiden memang gak punya tongkat tapi kan punya kuasa bwat perintahkan semua babu nya bwat segera kirim ratusan alat berat bwat beres pasca bencana']"
116,18,116_diplomat_diplomatik_seorg_kemenlu,"['diplomat', 'diplomatik', 'seorg', 'kemenlu', 'gender', 'hubungan', 'birokrasi', 'and', 'sumpah', 'dibawah']","['diplomat tuh corong pemrenta kak apalagi kan menlu nya bkn diplomat karir tp org kepercayaan onoh jadiya ga bisa diarepin pun', 'jokowi yg ktnya gk pinter aja ttp menempatkan seorg diplomat sbg menlu krn dia tau pentingnya pengetahuan diplomatik seorg menlu prabowo malah nunjuk seorg disertir tentara yg tahunan wara wiri jd pengawal dia bawain handuk kecil basah utk menyeka mukanya utk jd menlu', 'diplomat kosaku kuroda ini influence terbesar memutuskan untuk mau menjadi diplomat ambil s ilmu politik belajar dan cari cara buat bisa lolos cpns kemenlu tapi gagal biasalah karena brokenheart dan losing muse and motivation to reach that dream again']"
117,18,117_menawarkan_dihubungi_disampaikannya_mengaku,"['menawarkan', 'dihubungi', 'disampaikannya', 'mengaku', 'sumatera', 'paripurna', 'sidang', 'istana', 'bandang', 'barat']","['presiden prabowo subianto mengaku dihubungi oleh banyak kepala negara yang menawarkan bantuan untuk penanganan bencana banjir bandang dan tanah longsor di aceh sumatera utara dan sumatera barat pernyataan itu disampaikannya dalam sidang kabinet paripurna di istana negara', 'presiden prabowo subianto mengaku dihubungi oleh banyak kepala negara yang menawarkan bantuan untuk penanganan bencana banjir bandang dan tanah longsor di aceh sumatera utara dan sumatera barat pernyataan itu disampaikannya dalam sidang kabinet paripurna di istana negara', 'presiden prabowo subianto mengaku dihubungi oleh banyak kepala negara yang menawarkan bantuan untuk penanganan bencana banjir bandang dan tanah longsor di aceh sumatera utara dan sumatera barat pernyataan itu disampaikannya dalam sidang kabinet paripurna di istana negara']"
118,18,118_republik_subianto_indonesia_rutin,"['republik', 'subianto', 'indonesia', 'rutin', 'mendiktisaintek', 'bekasi', 'putih', 'merah', 'normal', 'idola']","['presiden republik indonesia prabowo subianto menggelar pertemuan dengan sejumlah menteri kabinet merah putih di kediaman pribadinya di hambalang jawa barat minggu', 'presiden republik indonesia prabowo subianto menargetkan pemulihan aliran listrik dapat kembali normal persen secepatnya di seluruh wilayah terdampak bencana banjir bandang di sumatera presiden prabowosubianto listrik aceh idola smg indonesia', 'presiden republik indonesia prabowo subianto menargetkan pemulihan aliran listrik dapat kembali normal persen secepatnya di seluruh wilayah terdampak bencana banjir bandang di sumatera presiden prabowosubianto listrik aceh idola smg indonesia']"
119,18,119_menangkap_pengadilan_mengadilinya_membawanya,"['menangkap', 'pengadilan', 'mengadilinya', 'membawanya', 'netanyahu', 'operasi', 'mengapa', 'terpilih', 'nicols', 'israel']","['jika as dapat melakukan operasi di venezuela untuk menangkap nicols maduro seorang presiden terpilih amp mengadilinya di pengadilan amerika lalu mengapa tidak mungkin untuk menangkap netanyahu dari israel dan membawanya ke pengadilan internasional', 'jika as dapat melakukan operasi di venezuela untuk menangkap nicols maduro seorang presiden terpilih amp mengadilinya di pengadilan amerika lalu mengapa tidak mungkin untuk menangkap netanyahu dari israel dan membawanya ke pengadilan internasional', 'jika as dapat melakukan operasi di venezuela untuk menangkap nicols maduro seorang presiden terpilih amp mengadilinya di pengadilan amerika lalu mengapa tidak mungkin untuk menangkap netanyahu dari israel dan membawanya ke pengadilan internasional']"
120,18,120_huniankorbanbencana_paket_penyiapan_memulihkan,"['huniankorbanbencana', 'paket', 'penyiapan', 'memulihkan', 'signifikan', 'insentif', 'menginstruksikan', 'terdampak', 'terimakasih', 'daya']","['untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yg signifikan smoga masyarakat yg terdampak bisa kembali beraktivitas dan perekonomian kembali membaik huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak']"
121,17,121_purn_tni_hor_jenderal,"['purn', 'tni', 'hor', 'jenderal', 'letjen', 'lettu', 'menkopolkam', 'djamari', 'chaniago', 'sjamsoeddin']","['jabatan penting negara saat ini presiden ri jenderal tni hor purn prabowo seskab letkol tni teddy menkopolkam letjen tni purn djamari chaniago menhan jenderal tni hor purn sjafrie sjamsoeddin menlu lettu tni soegiono menko bidang infrastruktur dan pembangunan', 'jabatan penting negara saat ini presiden ri jenderal tni hor purn prabowo seskab letkol tni teddy menkopolkam letjen tni purn djamari chaniago menhan jenderal tni hor purn sjafrie sjamsoeddin menlu lettu tni soegiono menko bidang infrastruktur dan pembangunan', 'jabatan penting negara saat ini presiden ri jenderal tni hor purn prabowo seskab letkol tni teddy menkopolkam letjen tni purn djamari chaniago menhan jenderal tni hor purn sjafrie sjamsoeddin menlu lettu tni soegiono menko bidang infrastruktur dan pembangunan']"
122,17,122_diarak_van_memindahkan_unjuk,"['diarak', 'van', 'memindahkan', 'unjuk', 'provokatif', 'menginjakinjak', 'york', 'biadab', 'jalanan', 'new']","['biadab menginjakinjak harga diri pemimpin suatu negara presiden venezuela diarak di jalan raya as dalam sebuah unjuk kekuatan yang provokatif pasukan amerika serikat yang bersenjata lengkap terlihat memindahkan nicols maduro melalui jalanan new york dengan pintu van', 'biadab menginjakinjak harga diri pemimpin suatu negara presiden venezuela diarak di jalan raya as dalam sebuah unjuk kekuatan yang provokatif pasukan amerika serikat yang bersenjata lengkap terlihat memindahkan nicols maduro melalui jalanan new york dengan pintu van', 'biadab menginjakinjak harga diri pemimpin suatu negara presiden venezuela diarak di jalan raya as dalam sebuah unjuk kekuatan yang provokatif pasukan amerika serikat yang bersenjata lengkap terlihat memindahkan nicols maduro melalui jalanan new york dengan pintu van']"
123,17,123_aceh_ketiganya_pakistan_keselamatan,"['aceh', 'ketiganya', 'pakistan', 'keselamatan', 'menunda', 'agenda', 'rusia', 'prioritas', 'meninjau', 'tetap']","['dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir']"
124,17,124_kemenkum_diy_kanwil_kementerianhukum,"['kemenkum', 'diy', 'kanwil', 'kementerianhukum', 'setahunberdampak', 'layananhukummakinmudah', 'kanwilkemenkumdiy', 'kemenlu', 'amp', 'sinergi']","['kemenkum amp kemenlu tunjukkan sinergi kuat demi kepentingan nasional di kancah global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'kemenkum amp kemenlu sinergi terbaik untuk ki global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'setahunberdampak kanwil kemenkum diy kemenkum amp kemenlu bersatu kawal royalti global yang berkeadilan kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy']"
125,17,125_more_cosplay_cc_thank,"['more', 'cosplay', 'cc', 'thank', 'amiin', 'you', 'nah', 'abs', 'itu', '']","['cc', 'thank you', 'more cosplay']"
126,17,126_video_ngoceh_dlm_suatu,"['video', 'ngoceh', 'dlm', 'suatu', 'nonton', 'dr', 'masalah', 'rongrongan', 'penyampai', 'pembuat']","['nkri ada dlm rongrongan bkn cuma pki nmn rongrongan dr bekas penjajah nkri australia mengapa bin amp bais jg kemenlu diam apalagi yg kerjanya cuma bikin uu menyengsarakan rakyat sadarkah pa lihat video kucing mujair tiktok', 'terlihat dlm video ini dia berperan sbg seorang pejabat yg punya kompetensi menilai suatu masalah dlm tata kelola pemerintahan pdhal tupoksinya adalah sbg penyampai pesan dr presiden kpd rakyat bukan pjbat pmbuat analisis atas suatu kebijakan atau pembuat opini', 'terlihat dlm video ini dia berperan sbg seorang pejabat yg punya kompetensi menilai suatu masalah dlm tata kelola pemerintahan pdhal tupoksinya adalah sbg penyampai pesan dr presiden kpd rakyat bukan pjbat pmbuat analisis atas suatu kebijakan atau pembuat opini']"
127,17,127_papua_diluncurkan_enam_bergerakuntukpapua,"['papua', 'diluncurkan', 'enam', 'bergerakuntukpapua', 'mandenas', 'xiii', 'yan', 'taiwan', 'mbg', 'papuabarat']","['program mbg yang diluncurkan bapak presiden harus menjangkau anakanak di pedalaman yan p mandenas anggota komisi xiii dpr rikebijakan gizi adalah investasi jangka panjang papua bukan pinggiran papua adalah pusat harapan', 'presiden indonesia akan selalu menjadikan papua sebagai prioritas dan akan terus membantu masyarakat papua karena papua merupakan bagian penting indonesia dari timur kemajuan menggema bergerakuntukpapua', 'presiden indonesia akan selalu menjadikan papua sebagai prioritas dan akan terus membantu masyarakat papua karena papua merupakan bagian penting indonesia dari timur kemajuan menggema bergerakuntukpapua']"
128,17,128_aceh_ketiganya_menunda_keselamatan,"['aceh', 'ketiganya', 'menunda', 'keselamatan', 'pakistan', 'agenda', 'meninjau', 'rusia', 'prioritas', 'tengah']","['dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir']"
129,17,129_pengen_pengusaha_pelaku_pekerjaan,"['pengen', 'pengusaha', 'pelaku', 'pekerjaan', 'badilagexcellent', 'ari', 'dikonsultasikan', 'kenalin', 'pengemis', 'pengem']","['gak habis pikir dengan presiden omon omon ini lagi bencana sempet nya kenalin seseorang dengan pangkat nya gak penting dan gak perlu yg sangat diperlubutuh kan para pengungsikorban bencana saat ini hanyalah tercukupi kebutuhannya', 'senin desember pta palangka raya melaksanakan kegiatan zoom kordinasi penguatan dukungan direktif presiden atau blokir dipa sebanyak milyard mahkamahagung badilagexcellent ptapalangkarayasiapberubah', 'presiden si gemoy yang letoy gemuk tua sama sekali gak energik punya banyak masalah di masa lalu sbg pelaku pelanggar ham berat sbg pelaku usaha yg tidak membayarkan gaji karyawannya sbg pengusaha pembalakan dan penggundulan hutan dgn dalih alih fungsi']"
130,16,130_mengecam_beradab_nicolas_keluarkan,"['mengecam', 'beradab', 'nicolas', 'keluarkan', 'sebagian', 'maduro', 'trump', 'bangsa', 'besar', 'menculik']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
131,16,131_hrs_saudi_arabia_dipojokkan,"['hrs', 'saudi', 'arabia', 'dipojokkan', 'ironis', 'reynhard', 'ahlanwasahlanibhrs', 'kriminal', 'super', 'sungguh']","['reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs']"
132,16,132_hrs_saudi_arabia_dipojokkan,"['hrs', 'saudi', 'arabia', 'dipojokkan', 'ironis', 'reynhard', 'ahlanwasahlanibhrs', 'kriminal', 'super', 'sungguh']","['reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs']"
133,16,133_punya_gini_cuma_intrumen,"['punya', 'gini', 'cuma', 'intrumen', 'dilawanresiko', 'ditaruh', 'mendongeng', 'play', 'naruta', 'silit']","['punya presiden yang luar biasa kayak gini', 'hampir punya presiden kayak gini', 'punya presiden gini banget']"
134,15,134_donald_trump_thailand_ukraina,"['donald', 'trump', 'thailand', 'ukraina', 'kemboja', 'syarikat', 'konflik', 'bangkok', 'dakwaan', 'perang']","['presiden trump tegaskan penanganan konflik ukraina butuh keseriusan ekstrem setiap langkah yang mainmain berpotensi memicu perang dunia ketiga baca detail peringatan trump narayapost trump ukraina perangdunia geopolitik', 'phnompenh kemboja menutup semua lintasan sempadannya dengan thailand semalam selepas bangkok menafikan dakwaan presiden amerika syarikat as donald trump bahawa satu gencatan senjata sudah dipersetujui', 'konflik thailandkemboja kemboja menutup semua pintu lintasan sempadannya dengan thailand selepas bangkok menafikan dakwaan presiden amerika syarikat as donald trump bahawa satu gencatan senjata telah dipersetujui buletintv sempadanditutup kembojathailand']"
135,15,135_kuripan_polsek_bhabinkamtibmas_monitoring,"['kuripan', 'polsek', 'bhabinkamtibmas', 'monitoring', 'tanaman', 'albarokah', 'tani', 'pertumbuhan', 'nur', 'hidayat']","['dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan', 'dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan', 'dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan']"
136,15,136_perkara_metro_polda_jaya,"['perkara', 'metro', 'polda', 'jaya', 'ijazah', 'khusus', 'joko', 'widodo', 'gelar', 'palsu']","['sudah berlangsung selama jam gelar perkara khusus kasus dugaan ijazah palsu presiden ke ri joko widodo yang digelar polda metro jaya atas permintaan roy suryo cs senin fae', 'kuasa hukum roy suryo cs menegaskan akan menyoroti sejumlah aspek dalam gelar perkara khusus terkait kasus dugaan ijazah palsu presiden ke ri joko widodo yang digelar di polda metro jaya senin baca di sini ta roysuryo ijazah jokowi', 'polda metro jaya menjadwalkan gelar perkara khusus terkait kasus tudingan ijazah palsu presiden ke ri joko widodo pada senin desember pihak joko widodo menyatakan siap menghadiri gelar perkara khusus tersebut sesuai undangan dari polda metro jaya kuasa hukum']"
137,15,137_menekankan_layak_huniankorbanbencana_memulihkan,"['menekankan', 'layak', 'huniankorbanbencana', 'memulihkan', 'kilat', 'diselesaikan', 'aman', 'terdampak', 'konstruksi', 'tinggal']","['presiden prabowo subianto menekankan bahwa pembangunan huniankorbanbencana terdampak harus menjadi prioritas utama agar masyarakat dapat segera memiliki tempat tinggal yang layak dan aman memulihkan warga terdampak', 'presiden prabowo menekankan supaya proses konstruksi segera diselesaikan secara kilat untuk memastikan masyarakat agar bisa kembali menempati tempat tinggal yang layak dan aman huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo menekankan agar proses konstruksi harus diselesaikan secara kilat demi memastikan masyarakat dapat kembali menempati tempat tinggal yang layak dan aman huniankorbanbencana memulihkan warga terdampak']"
138,15,138_konsesi_gajah_lahan_konservasi,"['konsesi', 'gajah', 'lahan', 'konservasi', 'seluas', 'tusam', 'miliknya', 'hutani', 'berasal', 'lestari']","['presiden prabowo subianto menyerahkan konsesi lahan seluas hektar di aceh untuk program konservasi gajah lahan itu berasal dari konsesi miliknya melalui pt tusam hutani lestari baca di prabowosubianto aceh gajah', 'presiden prabowo subianto menyerahkan konsesi lahan seluas hektar di aceh untuk program konservasi gajah lahan itu berasal dari konsesi miliknya melalui pt tusam hutani lestari baca di prabowosubianto aceh gajah', 'presiden prabowo subianto menyerahkan konsesi lahan seluas hektar di aceh untuk program konservasi gajah lahan itu berasal dari konsesi miliknya melalui pt tusam hutani lestari baca di prabowosubianto aceh gajah']"
139,14,139_china_jepang_ketegangan_taiwan,"['china', 'jepang', 'ketegangan', 'taiwan', 'memicu', 'pbb', 'luhut', 'asiatimur', 'indonesiaupdate', 'beijing']","['sebagian orang menduga pembatalan ini berkaitan dengan meningkatnya ketegangan hubungan jepang china terutama setelah pernyataan pm jepang sanae takaichi mengenai isu taiwan yang memicu reaksi keras dari pihak china', 'menlu china menilai pernyataan pm jepang sudah melewati batas memicu ketegangan baru di asia timur narayapost china jepang geopolitik asiatimur isuglobal diplomasi beritaterkini indonesiaupdate', 'menlu china menilai pernyataan pm jepang sudah melewati batas memicu ketegangan baru di asia timur narayapost china jepang geopolitik asiatimur isuglobal diplomasi beritaterkini indonesiaupdate']"
140,14,140_bank_alumni_profesor_universitas,"['bank', 'alumni', 'profesor', 'universitas', 'pendiri', 'pernah', 'nusantara', 'karir', 'ahli', 'contoh']","['kenapa ya orang yang pernah jadi petinggi militer pernah menculik tapi tidak pernah diproses hukum pernah jadi menantu presiden bahkan bapaknya adalah seorang profesor ekonomi kakeknya pendiri bank bumn punya kecenderungan untuk merasa dirinya yang paling penting', 'yayasan bank rakyat ybr hadir pada majlis makan malam alumni mcoba yang menghimpunkan barisan kepimpinan berprestij termasuk presiden alumni tunku khurshiah college tkc oga datuk dr hafsah hashim dan', 'mungkin karena latar belakang keluarga bergengsi seperti ayah profesor ekonomi dan kakek pendiri bank bumn karir militer tinggi serta hubungan dengan presiden membuat seseorang merasa punya peran krusial studi psikologi menunjukkan privilege sering ciptakan rasa berhak dan']"
